MeanMoves,StdMoves,MeanEloDiff,WinRate,WinRate_PosEloDiff,WinRate_NegEloDiff,Mean_ACPL,Std_ACPL,After_opening_ACPL,Mean_Material_Imbalance,Std_Material_Imbalance,FightingCapability,n_loss_games,ComebackIndex,CollapseIndex,n_win_games,Cluster,Confidence,Playing_Style,Summary
-1.584065112353909,-0.6522620543061328,3.195029471010373,-1.6701775591970354,-1.270007004761443,2.596749009413288,-0.6692916955867567,-0.8782466888409104,-0.3387996884257669,-0.3405418542542699,-0.527520907846076,-2.1071830196581245,-0.2831106110333253,-1.1010627199703786,1.6142897604999034,-1.1419145015740968,0,0.9999995542613468,Solid Technicians / Quiet Positional,"Accurate, low-tactical players who avoid complications and lose rarely."
0.3246988386196155,-0.277105979962164,1.0891957837021935,-1.5889751395110452,-1.147600055335943,0.548080586239217,0.787912036689429,-0.0152259570360558,-0.318596896047513,-0.1423438020673142,-0.2767313923421589,0.9333883536104224,2.036754114706368,0.099170705979296,0.9948368071085736,-0.8588482975698238,4,0.7092817704334381,Overextended Fighters / Unsuccessful Grinders,"Long, combative games with frequent overextension and collapses; ambitious but poor outcomes."
-0.5646244110608536,-0.1862097185211979,1.554620665766085,0.128331514798105,1.1894278509677274,-0.2176713514040283,1.2444438405222906,1.1161618013940915,-0.1537286866354558,0.0670648171996724,0.763838410437931,0.9021884520234404,1.3845934160209483,0.8980536448919516,0.9625015290450676,0.3075926142714354,3,0.9699397952398293,Short-Game Brawlers / All-or-Nothing Tacticians,"Fast, aggressive games with many inaccuracies — high-risk players who often collapse."
0.6795486610875434,-0.9777577216590968,-0.1078460504446625,-0.0657880789407215,-0.3508919112079451,0.1095495253483517,0.0123025819179088,-1.067528613492184,0.5381875942971535,-1.4085846784493163,0.0588645312543676,-0.2805235234355803,0.7503984277058207,-0.4663697793415699,0.6413780572912564,0.7838164725281984,0,0.9999993072253394,Solid Technicians / Quiet Positional,"Accurate, low-tactical players who avoid complications and lose rarely."
0.4853517384411152,-0.515074695653368,0.5516639483983059,-0.7163928244416591,-1.0290188821661872,0.0631236378695043,1.3365337855003208,1.8340286225205955,1.3229221621871092,-0.4329880771778542,0.6619097892986763,0.5004619402262125,1.7584661369657433,0.0930892034947213,1.5267583388224648,-0.426836911015065,3,0.9991544275339157,Short-Game Brawlers / All-or-Nothing Tacticians,"Fast, aggressive games with many inaccuracies — high-risk players who often collapse."
0.8305264655525431,0.0328235071080598,-0.0747969037127269,-1.1799348700489882,-1.4150542562102826,-0.6888243781983941,0.3159747310529466,-0.237934045065456,0.2880603718180349,-0.2605018608605841,0.8478543890662176,0.3848297519875227,1.8127360368762144,0.3052055553867072,1.3386107533821856,-0.9850985491750976,1,0.9962292571094146,Enduring Strategists / Solid Fighters,"Long, technically sound games; persistent fighters who win by steady play."
0.1467916069363442,-0.1872853576081155,1.1729762262395005,0.1250492169019899,0.1032193746536277,0.990992048478928,2.1497634838412267,2.2033922157412658,2.2796263770067338,0.7594692252187387,1.714733714112211,1.095656621443275,0.8740151379455375,-0.0976346243479877,1.5147672833086805,1.0731555544586435,3,0.9999999973818277,Short-Game Brawlers / All-or-Nothing Tacticians,"Fast, aggressive games with many inaccuracies — high-risk players who often collapse."
-0.8578340573598499,0.1824816967999632,0.5746474144849161,-1.1867198534114838,-1.2573484601248528,-0.20847561808318,0.4331489161594305,-0.1699400083828765,0.403216859915062,0.2340462187501255,-0.2563394317083313,-1.333685267509751,0.8268856037123555,-0.5177408579610026,-1.3643215699342457,-1.27958855420381,0,0.9994368101109474,Solid Technicians / Quiet Positional,"Accurate, low-tactical players who avoid complications and lose rarely."
-0.7374380847860704,1.5736183144831024,0.5123225547771221,0.5263628221760346,1.0589931830296335,-0.1785137820409698,0.9322439430402768,0.7478695540203807,-0.0822092097509898,0.0821239014450495,0.4185901341478588,0.7299329287548709,0.1364193147714513,0.4575326014282413,-0.3243744106272909,0.4565706900035738,4,0.7454167400414733,Overextended Fighters / Unsuccessful Grinders,"Long, combative games with frequent overextension and collapses; ambitious but poor outcomes."
0.7518105786502252,-0.3526876352464865,1.0121421452772754,0.0702195030317436,0.9558515122534134,0.2203809881847187,0.7720564979099285,1.1405187970219095,0.3585228992916046,0.9399616764507126,0.5314249040687389,1.5738863401069505,1.4203793175092891,1.693552529806423,-1.2657223094734216,0.3837471363660977,1,0.9994134144540847,Enduring Strategists / Solid Fighters,"Long, technically sound games; persistent fighters who win by steady play."
