MeanMoves,StdMoves,MeanEloDiff,WinRate,WinRate_PosEloDiff,WinRate_NegEloDiff,Mean_ACPL,Std_ACPL,After_opening_ACPL,Mean_Material_Imbalance,Std_Material_Imbalance,FightingCapability,n_loss_games,ComebackIndex,CollapseIndex,n_win_games
-1.5840651123539087,-0.6522620543061328,3.195029471010373,-1.6701775591970354,-1.270007004761443,2.596749009413288,-0.6692916955867567,-0.8782466888409104,-0.3387996884257669,-0.34054185425426997,-0.527520907846076,-2.1071830196581245,-0.2831106110333253,-1.1010627199703786,1.6142897604999034,-1.1419145015740968
0.32469883861961557,-0.277105979962164,1.0891957837021937,-1.5889751395110452,-1.1476000553359427,0.548080586239217,0.787912036689429,-0.015225957036055851,-0.318596896047513,-0.14234380206731423,-0.2767313923421589,0.9333883536104224,2.036754114706368,0.09917070597929606,0.9948368071085735,-0.8588482975698238
-0.5646244110608536,-0.18620971852119794,1.554620665766085,0.12833151479810503,1.1894278509677274,-0.21767135140402838,1.2444438405222906,1.1161618013940917,-0.1537286866354558,0.06706481719967242,0.763838410437931,0.9021884520234404,1.3845934160209483,0.8980536448919516,0.9625015290450677,0.30759261427143547
0.6795486610875434,-0.9777577216590967,-0.10784605044466258,-0.06578807894072153,-0.35089191120794516,0.10954952534835177,0.012302581917908811,-1.067528613492184,0.5381875942971535,-1.4085846784493163,0.058864531254367636,-0.28052352343558035,0.7503984277058207,-0.4663697793415699,0.6413780572912564,0.7838164725281984
0.48535173844111523,-0.515074695653368,0.5516639483983059,-0.7163928244416591,-1.0290188821661872,0.06312363786950437,1.3365337855003208,1.8340286225205955,1.3229221621871092,-0.43298807717785426,0.6619097892986763,0.5004619402262125,1.7584661369657433,0.09308920349472136,1.5267583388224648,-0.42683691101506505
0.8305264655525431,0.03282350710805983,-0.07479690371272696,-1.1799348700489882,-1.4150542562102826,-0.6888243781983941,0.3159747310529466,-0.237934045065456,0.28806037181803495,-0.2605018608605841,0.8478543890662176,0.38482975198752273,1.8127360368762142,0.30520555538670724,1.3386107533821856,-0.9850985491750975
0.14679160693634424,-0.18728535760811554,1.1729762262395003,0.12504921690198995,0.10321937465362777,0.9909920484789279,2.1497634838412267,2.2033922157412658,2.2796263770067338,0.7594692252187387,1.714733714112211,1.095656621443275,0.8740151379455375,-0.09763462434798771,1.5147672833086805,1.0731555544586435
-0.8578340573598499,0.1824816967999632,0.5746474144849161,-1.1867198534114838,-1.2573484601248528,-0.20847561808318005,0.4331489161594305,-0.16994000838287654,0.40321685991506206,0.2340462187501255,-0.25633943170833134,-1.333685267509751,0.8268856037123555,-0.5177408579610026,-1.3643215699342457,-1.27958855420381
-0.7374380847860704,1.5736183144831024,0.5123225547771221,0.5263628221760346,1.0589931830296335,-0.17851378204096985,0.9322439430402769,0.7478695540203807,-0.08220920975098986,0.0821239014450495,0.41859013414785884,0.7299329287548709,0.13641931477145133,0.45753260142824137,-0.32437441062729094,0.45657069000357386
0.7518105786502252,-0.35268763524648655,1.0121421452772754,0.07021950303174368,0.9558515122534134,0.22038098818471874,0.7720564979099285,1.1405187970219095,0.35852289929160464,0.9399616764507126,0.5314249040687389,1.5738863401069503,1.4203793175092891,1.693552529806423,-1.2657223094734216,0.3837471363660977
